id,is_iceberg
d3c2f140,0.5011218786
1756794d,0.3626446128
9efcc11f,0.3982220590
14c966cf,0.4251793027
59cfe4d1,0.4044202864
883151f4,0.4465336502
34c4c9ff,0.4133755565
70b4c2eb,0.5962482095
96a337d9,0.5575101376
7fe89ffa,0.6025676131
057c7a22,0.4568105340
451cc057,0.4128493965
05076700,0.4360052943
dc52f6c1,0.4184506536
b03a59f9,0.4049945772
129ed4b0,0.4136862755
fb611563,0.4891881347
ac32e6f1,0.4698213339
c05c5ab0,0.4203712046
3163d5ed,0.3947100639
02096ca4,0.4204302728
e92496c0,0.4082671702
1a9e2c50,0.4397422373
0864e334,0.5701075196
d976faeb,0.3720081151
1d7b342f,0.3857791126
281bc1ea,0.7094258070
bea9f0cf,0.4085317552
f4afa0e6,0.4299784899
e1b5ef69,0.3713313937
b50539fd,0.4542378783
2a8c9c15,0.3811357617
157ebb0c,0.4385046661
247d3614,0.5426847339
0c6cc0cb,0.3395552933
aae88d39,0.4056562185
0c77b464,0.4002324045
963cf5ea,0.5273326635
1b371d8b,0.5362599492
225bc00f,0.4915466309
bc0a4eec,0.4503588378
1099782e,0.4437821209
a18feadd,0.4085027575
ad7f4932,0.4057503641
5f8f831e,0.4962054193
b5167c35,0.5887294412
0230b06d,0.4256756604
f8d7f7ba,0.4504513144
08bd1053,0.3768808246
58e4dc8c,0.4220306873
4793ce8e,0.3729325831
304caab4,0.4171670079
f2ee6d7f,0.3654025793
e1f9c0e4,0.5280346274
8e40401c,0.4451811910
5d9eaba2,0.4053298831
55e7562c,0.4255118966
9da6cb4b,0.4674094021
c3c1c8ec,0.3194417655
3b38698e,0.4134623110
6c9eb909,0.4431353807
482a3d1d,0.4183848202
0e9918f0,0.4186494350
ef894fd2,0.4217763245
4b82e7f7,0.5296851993
b9cdd7fb,0.4379033148
94a496f4,0.4619441330
995eacae,0.4174267352
41b02e58,0.4431839585
69f04617,0.3611198664
c889a03c,0.4164336026
91f98acf,0.4289424717
9135c19f,0.4974478781
1f0e9c09,0.5101951957
260d6e8e,0.3947916627
46334397,0.4308955669
f34ddf31,0.3601742089
4d6177d7,0.5304048657
76a57270,0.4747175574
217b8cea,0.3861127198
9a45a566,0.4050688446
1b55c75e,0.6509203911
7bd92ec6,0.4851684570
6c409f41,0.3837375641
df3e48eb,0.3453266323
62723e57,0.6105509996
b8e627bf,0.3563487828
86bb5d85,0.4027163982
77e5034c,0.5122452378
607079e5,0.3912703991
96879fb4,0.4187295735
6afe606d,0.5255667567
4129802f,0.5962239504
a42300ef,0.4329968691
1af842f5,0.4403142929
3fe57d78,0.4298508465
f4e60ed5,0.5440497398
68c8337b,0.4687108397
914ed5b5,0.3372609317
a6bb5987,0.3510945737
c781c439,0.3754354417
47a1a25e,0.4068687856
80ea0713,0.4096395671
a9d001bc,0.3709773719
f94d098a,0.4173561037
3e230e0e,0.4029750228
24afa485,0.3678615391
bc37db7f,0.3847991824
83f99e4d,0.4888974726
1a8d86f7,0.5136005878
38136419,0.6159583926
d393e637,0.3461450338
36902570,0.4436122179
327f7b25,0.4720038176
3f8543c6,0.4223267734
a0d42a70,0.4503418207
e07ba430,0.4525689185
c6e53803,0.3844477236
fec4dad8,0.6054784656
933fc5ba,0.3977406621
c27eda4e,0.5224260092
9b94d2c2,0.3855665922
a2dbdb31,0.4412196279
816258dd,0.4521131814
81f11218,0.4439220130
c4bd9d04,0.4183736145
c6ce9bf9,0.5800520778
a7b3cc29,0.4017591774
527870bf,0.4020441771
9af26068,0.4742511213
0b591e70,0.4164219499
2b1e57c5,0.4281990528
194db786,0.5323168635
e09ba644,0.3922512233
fa2ed3e5,0.5601568222
1ba92726,0.4240324497
8c8f45b4,0.4222410321
f8889f44,0.4281130135
598e255b,0.4272308946
45f1aa7a,0.4221986234
022956a3,0.3672585487
d406064d,0.3901513517
76617947,0.4100560844
d0e5dccb,0.4738562107
33271da6,0.3649209142
0840e2b1,0.3647129238
521a9f4d,0.4944444895
7286b1dc,0.4188741744
5b6acc2d,0.3633184433
e034cd34,0.4186938107
46577660,0.4536012113
bb4d6f24,0.3413568139
bfc7a3f2,0.5683676600
abc66be8,0.4012283087
3627189f,0.5574122667
e49a77f6,0.5012741685
a209d7ee,0.3780771494
dee69cf6,0.5524339676
9a6261a0,0.4962063432
a8e444c6,0.3036501408
a6a66a28,0.4277208149
db7022ff,0.4241605103
0dfb45d9,0.4090041816
81c983aa,0.3764569461
a98fb5e1,0.5731884837
99e004d7,0.4082182944
d16e5fbb,0.5016903877
3c352f9e,0.3917402029
12202699,0.4094071090
86af0236,0.3660649955
f3703e6f,0.4646075070
4a71dc34,0.4262465537
321edcdc,0.3833461702
e365a657,0.4226873815
45755c9c,0.4476376474
873b0829,0.3572907746
72ccd009,0.4650950432
205243d9,0.5918030143
d9202f36,0.3570733368
9d0c30b0,0.5252410769
56644ace,0.4189209342
c63f527f,0.4119577408
bb84b9bd,0.4684617519
6f68caf0,0.4207850695
8492119b,0.3615798652
71bde48d,0.4533759058
d2d6e2ba,0.5450387597
6f4b309c,0.3574968278
b3cc5ba3,0.3320258856
fee39547,0.5843713284
4893137a,0.3883407414
e283c4c4,0.3846991956
25bac62b,0.4188900888
8fd88dd6,0.4704658985
b48c104e,0.4132322967
221d500b,0.4007390440
8f0de087,0.7829406857
32342e03,0.3863953948
a8da99d8,0.3900238574
93203755,0.4011138380
d3c88528,0.4847512543
0d7a17b3,0.4087491035
bd72f5ec,0.5700258613
e953c0fd,0.4312694967
e730b6c6,0.6841427684
c086033a,0.4340731800
a521d303,0.5514914989
b023957a,0.4136586189
3e0f04e8,0.3537836969
60647cba,0.4198242426
2f5c43a8,0.3759075701
b54ba69b,0.4263347983
eac962ff,0.3835814297
7e2a3763,0.4480468333
9362d863,0.4541689754
8f1b833c,0.4043960571
79727ff5,0.5424823165
62614c75,0.5524076819
75a03adf,0.4527695179
cf138392,0.3655572236
bf467a96,0.4754759371
c8b34651,0.4877319336
105a5c54,0.3255847991
bf6de75c,0.3686766326
060702c8,0.4985614717
921bad2c,0.5636438727
e0d17eb0,0.3633926809
9a3825c9,0.4555973709
8eda717f,0.4333509505
78906e0c,0.5054728389
c60100ad,0.5150620341
90a72a52,0.3915328979
d80e4ed4,0.4452024996
339cd0d2,0.4261021614
d99de899,0.4622550309
357e20d1,0.5891314745
a4d190da,0.4330163598
bd226217,0.4123681188
476e2771,0.4807661474
4e483506,0.4152260125
f70ea081,0.5392618179
4645e56f,0.4826934636
e6d05940,0.5415658951
f8b3c6af,0.4760037363
c89d6aad,0.3803826571
0cb57f6e,0.4503748119
86a4be46,0.3900749981
75e62d7e,0.3910908699
ebc36374,0.3704958558
0ebcb731,0.5791267157
24d000c5,0.4233668447
f3c9a4f6,0.3784678876
1bc59730,0.4100708961
47ea0bff,0.4453236759
cdeccfdd,0.4338352680
15e09a1d,0.4242466986
00652788,0.3798692822
23649c84,0.3847530186
91188a77,0.4415313005
eaca8580,0.4230368137
4ce9daeb,0.5670258999
d4220673,0.4344446957
b6a87aef,0.5348928571
8333ebed,0.5805605650
950a3453,0.4059559703
7074f6c9,0.4145151675
98a02caf,0.6355711222
59c8d2b3,0.4362694323
d99d13bd,0.4383103251
de86f1cf,0.3946312964
8f4b1985,0.4764374495
a7779b04,0.3530430496
2caeab11,0.4982608855
16aeea7c,0.3990639746
b9d19ab9,0.6255904436
29c5d2fd,0.4752609134
efcefa55,0.3729403019
099161c3,0.3938039541
12b49195,0.4283128977
96a1ce13,0.5920771360
67964b4f,0.4205074608
b61c605c,0.4415900111
bcfc0f16,0.5714113712
bf0cb956,0.3871692717
12f6aa7d,0.4327537119
f36f3a0c,0.3896367252
83490492,0.5732836723
e3b62b60,0.4313214421
20b27d66,0.5554371476
25c3ce93,0.4941323400
67a2ff0b,0.4335967600
9b2d3c1a,0.4105016589
8ad51f7d,0.4662039578
14137b57,0.3872813284
9ea5aa79,0.4317457080
5ea1d2dd,0.4018507898
979c867e,0.5305406451
7ea1e1b6,0.3951488733
d65520ba,0.3782792389
765ad2e2,0.4378822446
d2957326,0.4289891124
24349e24,0.3772722483
fd8a2ae3,0.3885025084
b282d98e,0.3836715817
3eaa7a61,0.4555846751
16533dd4,0.5986551642
4adb68d7,0.3988642395
565005b9,0.4133172929
51d86e0c,0.3621300757
30635642,0.5936292410
d9480a60,0.5357444882
b2647128,0.3995189667
20478c55,0.3982227743
caa0d105,0.5450316072
474f4534,0.4676583409
d51e3867,0.5380498171
e5d1bba7,0.4336730242
e7000b2a,0.4533420503
78f06b79,0.6471444964
8a9f4bee,0.5107280016
3d716bbe,0.3859106898
6e1ddef1,0.3787409663
9826f39a,0.4386110306
3fdc82f7,0.4302372932
31f013c3,0.3544593155
97a9df6d,0.4048292041
10e65294,0.4413332641
0bdca1a5,0.4340509772
374037fa,0.4405685365
1d1a0cec,0.3536604345
d415c5ad,0.4121922851
ced1306d,0.3763327897
f43497f3,0.3587351441
ffd13a9e,0.4537189305
6f67148e,0.3957459331
be322b68,0.4025360346
af209b44,0.5644195676
69b53a4a,0.3997682631
4c085180,0.4196120799
608cea18,0.3989727795
f8bebbfd,0.4730534554
ae16855d,0.4113727212
dfc700b3,0.4361518323
e3bdd9ac,0.4252066910
87a8ea20,0.4016132653
3c3da9aa,0.4206831753
76c882d6,0.5170053244
9e429645,0.4540880620
7dc9c990,0.7143455148
f38d53ef,0.5029919147
e1785b6e,0.4033224285
80c673fb,0.5274626017
a8b8c20b,0.4455416501
6a1ff150,0.3878964186
2f68d4fe,0.3506051898
c462ec65,0.3995547295
c374d5c4,0.4083721340
d20769b3,0.3594421744
c467fe4d,0.4330509305
1356229e,0.4046631753
b1532127,0.4100014865
3777ee22,0.5033858418
4ba6023f,0.5214756727
08504ae6,0.4594222307
5e0b4cc5,0.3777175844
249a0c1f,0.6288475990
24b3497f,0.4446210861
9edcf494,0.4095353484
53297290,0.4266839027
6d3a269e,0.4272307158
1b0d38fc,0.4089779258
02747427,0.4642769992
38867253,0.4268926084
c392dbd0,0.4924567342
8939734c,0.3684843779
097ba3af,0.4072347283
30f0f835,0.3583262563
bdab1bcf,0.3470699787
1070a984,0.5938672423
c41b8a90,0.4428383410
86a3b5cc,0.5430366993
d0a3719e,0.3925394714
b1a8067b,0.3648828268
911bc6aa,0.4207188487
67a2d0ac,0.4399171472
11447262,0.3491790593
12fd1375,0.4429355562
f2898538,0.4096924067
0e7355e2,0.3634398878
bc2c87c8,0.4784656167
94001156,0.4362332523
d5855224,0.4492749572
a3c1a552,0.4051666260
edcf54fa,0.3978621066
a28b90eb,0.4243330657
63cd028f,0.4324167371
dbc79657,0.5527173877
bc856bf1,0.4055623114
c7e25a70,0.4208177924
9771b119,0.4221455455
836db0d9,0.4800209999
f5685d3e,0.3508383334
bb04299d,0.4404326081
163a9d23,0.4192461371
5283c614,0.4645646513
2276d5d8,0.4449437559
ccb77e34,0.3907635808
d4a75bf3,0.3978362679
e15f46ea,0.3896898925
992a45ba,0.4329450130
056e7768,0.4767403007
a1dc016b,0.4337773621
38db82cd,0.3668241501
3295f3ae,0.3558313549
a6ff3660,0.4297676980
5981b799,0.4300436676
2636d79d,0.4384175539
7a8521e2,0.6811585426
9b53021d,0.3867310584
0a37be18,0.4412810504
a8676e55,0.4404048622
3488b8fc,0.5347737670
b86d4006,0.4956705868
33888635,0.4861924052
aa9ca5f9,0.4482027590
08faf0f6,0.6063684821
5320cd26,0.4443873465
2c57fdaa,0.4114412069
d467ce62,0.3421576321
888a568e,0.4305973649
88d6c838,0.4159337282
8f138517,0.3491831720
e1108dc0,0.3506172001
9e9cd6c9,0.4127723575
ab893af4,0.4510130882
4d4b30ba,0.4199558198
7ce15e26,0.5111374259
dbc45500,0.5415241718
6a0cde3f,0.4943678975
2658014c,0.3814461827
08d20604,0.5302537084
03c83dc9,0.3809491992
d741ccd1,0.5082011223
992d48b6,0.4969362020
b1ea3253,0.4422180057
da379e69,0.4256026149
73b429af,0.4807065427
2aefe712,0.3816545010
1e3634f9,0.4785962403
069ee09e,0.3585823476
a7970f81,0.4383410513
23084d2e,0.5792465806
ac57710a,0.4645988643
02553267,0.3330412209
0971c6c7,0.5047084689
cdb7f1fe,0.4589991271
d3af3f60,0.4197730720
59daf44b,0.4171655178
c2169934,0.4142897725
da03b56e,0.4043410122
474ea404,0.5446020365
f686cdc4,0.4383698106
f865b354,0.4404957294
106df554,0.3710641265
e5637171,0.3865492940
cba8985c,0.5276976228
cc09c9ce,0.4436767995
0b85b33f,0.4797581136
92f20625,0.4857867062
6b1379dd,0.4605951011
ed2b1df1,0.5197543502
325124e4,0.4612125456
7455c944,0.3434422314
fd68ccc1,0.4167335629
8df9100d,0.5052968264
c406df9b,0.4250165522
4978870c,0.3678492904
383f95d6,0.7368827462
aba96bbf,0.5146977305
6bba66b4,0.4029270411
b86fa0c9,0.3826703429
a2abc369,0.3855914176
0b40c014,0.3860930204
d45add48,0.3884996772
00193999,0.5863470435
c2f1b710,0.4450026751
53750c72,0.4539219737
3137ef1d,0.3991013169
bc6b8e2a,0.5096982121
7cb546c6,0.5660292506
d59a2349,0.4311012030
04d04b9a,0.3811937273
05ac1343,0.5119342208
2917895f,0.6206967235
342a1d01,0.4912584126
78309e4b,0.4055244625
5c1a5aba,0.4560195208
fae57f79,0.4000484645
23821d71,0.6075802445
5780b19d,0.4008167684
11c67865,0.4232411683
8564f114,0.4013948143
ec7d0fdd,0.4463573694
9a0446b8,0.3884809017
5f5da69d,0.5889763236
7a11839b,0.4328412712
763c9bbf,0.4491509199
15a7b5c5,0.5033600330
e9c7e251,0.5498373508
2555c207,0.4403772652
ec8d9784,0.3673073351
08fd9d10,0.4077760875
9504ae29,0.5459317565
0b91a24d,0.4159689248
e62e6cfe,0.5516617894
5d1291bb,0.6713576913
b3c1f2e7,0.4095861316
c6a8db21,0.6160895228
f2c137fd,0.4059613347
b61e8155,0.4102845490
45b9ee35,0.5591680408
8fe9c49b,0.3659379482
b98ceb09,0.5287327766
70c4a435,0.3980316222
d953d111,0.3936649859
da7de86e,0.4106888175
519f8611,0.3973977268
75eefdc3,0.4332018793
62412092,0.4913923442
de8ec010,0.6146071553
ee6121f8,0.4665730298
412b66e0,0.4703980386
7405c131,0.4785732925
efff4306,0.4116865396
5658d679,0.4149340093
617f88fc,0.5049995780
a120100b,0.4094147384
0971369e,0.5590629578
83f7fe7b,0.4464900196
12437da1,0.4921567142
8e7f96a5,0.3989415765
a08237de,0.3939312100
a013bd6f,0.4479730129
c6fdd404,0.4797765613
317e2af4,0.4158806801
dd9878c0,0.4447832406
42e76a51,0.5020503402
022f77e3,0.3339331448
cada3682,0.4784530699
53074f1f,0.4397976100
e6c19679,0.3940305114
dfb69b8b,0.4069827795
e1572941,0.4333307445
8d549cd2,0.5197609067
6913594d,0.4205885231
6e528fd6,0.4213065207
c8b037c7,0.4286844134
c3b6c880,0.5571665168
9684ac04,0.4193366170
6d974acc,0.5160217881
57b10462,0.3656960726
b2373298,0.6063358784
8e946e10,0.4549079537
6acee7de,0.4374456108
8ad7cc2f,0.5319979787
8e6e087e,0.5325303674
c3e46df5,0.4518848956
f6983f34,0.4898068905
8130a3aa,0.4254823029
0f11be03,0.6742469072
766073e1,0.3816447556
e67f6889,0.3908100426
148a0930,0.3993304670
b333ff97,0.5293810368
1c148a28,0.4289892614
ee0b02d7,0.3590132892
fa1c5f6d,0.4365051985
9b12ae1f,0.4207712412
3bb60b1b,0.3825459778
096e7594,0.4112780988
ac98996a,0.6223475933
1b7b9b9d,0.3712765872
61b2ac6f,0.4280497134
2bd414a8,0.4430395663
73d12826,0.3838848174
29f7ec33,0.4255601168
265f8aa8,0.4575076699
0d6be675,0.4142108262
a00ecdf6,0.3948273361
c414328a,0.3880123794
d47de87e,0.5957394838
376f984f,0.3725102544
12a35aa5,0.3170403838
8ecfd739,0.4229720831
2cbc30f4,0.4743031561
aa4bdf31,0.5418522954
69d18f51,0.4961725175
50cd4394,0.4164412022
bda732e1,0.4215801358
8e77e385,0.5377528071
49dfd51a,0.4179429710
b0a3e728,0.6022201777
518061ec,0.5389490724
bb306c8c,0.4042627811
1b2cf099,0.3961290121
e7c405e4,0.3550815880
1fc79c9d,0.4099145830
3427cd60,0.4624518454
8fc604cd,0.3674644828
0981acfd,0.3842592835
512e9c5c,0.4728799164
ae9f2426,0.3974017799
a8cd44c8,0.4625741839
acac91c3,0.4359748363
35988937,0.3924822509
2a2dd539,0.3858019710
3f971e0a,0.4932663143
7e09131c,0.4167120159
82726c59,0.4154011905
ec4c3dbd,0.3502346277
2a851255,0.4860973060
2cebdab4,0.4036862254
013b617b,0.4088038504
21a8603a,0.4154089093
fe2f2579,0.4363442659
df069a3d,0.4078976512
595f7f57,0.4061304629
081bdb0a,0.4032246172
6f8e7b3a,0.3786759079
d1824fe1,0.5126333833
3ddc6778,0.6066124439
57e4244d,0.4263984263
18e2e176,0.3877281845
7394cdbc,0.4974859059
19821b41,0.4125264585
12e9563c,0.4565508962
b96c9ed9,0.5375317931
096d9c1b,0.3923894465
97454a30,0.4431267083
43b6c5d3,0.5011947751
2c58bcc5,0.4293871224
0c71dc02,0.4175154865
f7cd79b0,0.3820054531
922ec513,0.4408318102
561b6b2c,0.3713181615
32913f04,0.3861653507
77aad507,0.5197287798
d62d5a9c,0.4313031137
be70bb3d,0.4633105695
84920252,0.4659197927
b9623d93,0.3659544587
ba925eca,0.4203516543
181ecadf,0.5050466061
6fbcc9e2,0.4673681557
57d5b182,0.4017403722
d3013a36,0.4018056691
21cafb54,0.6015932560
d1a6cc74,0.6253914237
c4017d47,0.5830208063
22e05854,0.4294219613
7eb53ec8,0.5240941644
c77a806d,0.4596495330
c114c951,0.4542409182
71495521,0.3895542324
98bb1260,0.4283331335
546ec108,0.4125574231
78f39102,0.3882229626
26b6379a,0.4060675800
8cb14c23,0.5708187819
75892ee1,0.3728532195
3d31d65f,0.4104608297
30784a7a,0.4330046177
efba2a23,0.4966696799
9fcb2c5a,0.5186432600
9910ee7e,0.3841066658
dc97b587,0.5264871120
7732ca72,0.3738037944
c4bac1f1,0.5550878644
a80ddf30,0.4188816547
fe79c536,0.4311276078
84e34259,0.5296058059
7db3b563,0.3603884578
5e946e6e,0.5109649897
76881bf4,0.4349458814
7c606237,0.3384003341
7aa06d7d,0.4209667742
0d035cbc,0.4269962907
0838e69f,0.4050142765
f6715e39,0.4420803487
499004bb,0.4709607959
4cefc9ec,0.4579397738
ded95f0a,0.4264222980
073112c9,0.3927294314
96cb4df4,0.3971810639
0962de0b,0.5938228965
cea18b7b,0.5526995063
75463cb0,0.4096412957
4a59c201,0.4826301336
29d46646,0.4521199465
e6134ca4,0.5189271569
445ae936,0.5495708585
420d8dda,0.4387831390
bae1b5b1,0.4139083624
9f49327e,0.5813336372
18b52f62,0.4953942001
b02bb341,0.5315029621
e5be8689,0.5074321628
b5b85b95,0.3739135265
b94f72e3,0.4360655546
a79114fd,0.4072977901
502ffafa,0.5087690353
b8e274d7,0.3975270689
e37f8f63,0.3910941482
c8a5c9d9,0.4769707024
d574bf84,0.3766472936
88bc1b71,0.5389748812
3261e3ee,0.4337529540
e65424cf,0.4191396832
706d2090,0.3804044425
94d4c49c,0.3437141776
51ba3d48,0.6414651275
fdd4c395,0.3774266541
12eed563,0.6093459725
f93627e8,0.7208854556
df51a7cd,0.4086521268
c84092af,0.3735122681
514a25a2,0.4609075785
5d421481,0.4812333882
d3859efd,0.5625602603
eb024725,0.4511117935
0d8537a5,0.4123057127
fe708ff7,0.4606520236
1790bbf0,0.3827355802
8a30487e,0.5394852757
70a01d16,0.4130349159
89bb7fca,0.4643651545
398c1300,0.5121644139
41b43c73,0.4246119857
72d2839a,0.3469299078
beeb98cf,0.4095538259
c409f194,0.6723338366
0c654278,0.4236296713
fb155295,0.4748530090
103d1e1d,0.4768333435
6c755ff3,0.4087325037
3722a062,0.5544475913
90611922,0.3948081732
77b432f1,0.5182139874
ccf53246,0.5533383489
4c52089f,0.4020829499
81e05676,0.4611318111
732c51d0,0.4774406254
b60c6094,0.3939488232
2e9db48a,0.4765986800
68cdc732,0.3748916686
e1f9dbd9,0.3977081180
31fd12b9,0.3515702486
72bd3e45,0.5343159437
84e2f1ab,0.5353310704
b4b6d3d0,0.4549413621
874d507a,0.4289126992
44775bac,0.4126218259
83dfaf91,0.4594114125
a9a1cc1e,0.3938279748
227de452,0.3842961490
14519bcf,0.4528454542
970a9821,0.3607362211
e84230ac,0.3668061793
550e4ebc,0.3539453149
5e98d635,0.4635737538
667d386b,0.4874425828
503fefff,0.4336922765
08bcb429,0.4841592312
90c293d2,0.4853590727
bbc84c36,0.4915745258
3facaac6,0.4242286384
e8d1bc63,0.3825934529
0ba50202,0.3984822035
9d947517,0.3715519011
e084ed8f,0.4584487677
7051b370,0.3956077993
910f551e,0.3701980412
8d238915,0.5248705149
e7238f30,0.5266436934
a658f1ba,0.5376659036
0b4e7093,0.5662382841
4d59af79,0.4173545539
99a7b417,0.4894773960
e5798365,0.3682625890
078c699f,0.4188725054
b2cd6017,0.4064126313
89b3960f,0.4211988151
104d981d,0.4792391956
05e410e9,0.3675509095
44556da6,0.3836378753
207e5145,0.4782574475
390ddfc0,0.3740344942
2e82728f,0.4169782698
4245d2cc,0.3970877826
d43a187c,0.5857912898
52b60236,0.3479374945
cc22996f,0.4340811372
bf08f16a,0.3814879358
47dea2c3,0.3648411930
22ac0bab,0.3742164671
49c670ad,0.3922130466
1040e727,0.3774913251
f39933c4,0.6460105777
30474ea4,0.4367805123
73978670,0.4503341317
527ad437,0.6157414913
78f83e41,0.5864394307
12921cf8,0.4269171655
b960192b,0.3871454895
9dfaf61b,0.4639416635
cec954d2,0.6020469666
00bb437f,0.3893846571
06458d98,0.4835891128
37ba4455,0.4117214382
2feeeaf3,0.5209693313
06c83a48,0.3569031656
dfe4fd55,0.6144551635
0b7fb9da,0.4353509247
52d1ae5f,0.3649439812
0ef51267,0.4675344229
0d9822ce,0.5205903649
bcad7099,0.4237312973
a26a7454,0.3983563781
93b7cc9d,0.4789144993
